linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"1862";"5177";"2-IL-039-2023";"2723";"2723";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"PAGAMENTO DA FRANQUIA DO SEGURO AUTOMOTIVO CONTRATADO POR ESTA CÂMARA COM A PORTO SEGURO COMPANHIA DE SEGUROS GERAIS, NOS TERMOS DO CONTRATO 062/2022, ORIUNDO DA DISPENSA DE LICITAÇÃO DL 026/2022, PARA RETÍFICA DO VEÍCULO RENAULT KWID ZEN 1.0, ANO 2022, PLACA RPF1C27, CHASSI 93YRBB003PJ250012, CONFORME APÓLICE."
"1863";"5178";"2-IL-040-2023";"2718";"2718";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Clinico Geral para o CENTRO REGIONAL DE REFERÊNCIA SAÚDE DO TRABALHADOR (CEREST), conforme Edital 001/2021 Credenciamento Médico - Empresa Credenciada: GOLD MED - SERVICOS MEDICOS LTDA, CNPJ: 29.663.751/0001-70"
"1864";"5179";"2-IL-041-2023";"2718";"2718";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Clinico Geral para o Hospital Municipal de Teixeira de Freitas (HMTF), conforme Processo Administrativo 2008/2021 - Edital de Credenciamento Médico - Empresa Credenciada: CLAF SERVICOS MEDICOS S/C LTDA, CNPJ: 22.575.498/0001-53"
"1865";"5180";"2-IL-042-2023";"2723";"2723";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa para a prestação de serviço de CONSULTORIA TÉCNICA/JURÍDICA E ESPECIALIZADA, na modalidade Contrato de Êxito (Art. 2º, III, da Instrução TCM nº 01/2018), especificamente para propor ou acompanhar, mediante peticionamento, ação judicial ou procedimento administrativo que vise a prestação de SERVIÇO TÉCNICO DE CONSULTORIA ESPECIALIZADA TRIBUTÁRIA, visando o levantamento e recuperação de créditos referente a RETENÇÕES NÃO REALIZADAS DO IRRF SOBRE SERVIÇOS, BENS E CONSUMOS DOS FORNECEDORES DESSE ENTE, a fim de atender as demandas do Município de Teixeira de Freitas, Secretaria Municipal de Finanças."
"1866";"5181";"2-IL-044-2023";"2718";"2718";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital Credenciamento Médico - Empresa Credenciada: SILVIA ALVAREZ RODRIGUEZ ALVES LTDA, CNPJ: 30.052.600/0001-64"
"1867";"5182";"2-IL-045-2023";"2723";"2723";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição do curso (SIAFIC - IMPLEMENTAÇÃO A OPERACIONALIZAÇÃO com a Visão dos Órgãos de Controle Externo (TCE/TCM) atualizado com novo Decreto 11.644/23), curso presencial, de responsabilidade da Secretaria Municipal de Administração."
"1868";"5183";"2-IL-051-2023";"2918";"2918";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Neurocirurgião para o Hospital Municipal de Teixeira de Freitas (HMTF), conforme Processo Administrativo 2008/2021 - Edital de Credenciamento Médico - Empresa Credenciada: BAHIA MED SAUDE LTDA, CNPJ: 50.967.530/0001-81"
"1869";"5184";"2-IL-056-2023";"2802";"2802";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Prestação de serviço técnico de profissional especializado em consultoria e assessoria jurídica: contratação de escritório de advocacia para vindicar em juízo a recuperação dos valores do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e da Valorização do Magistério - FUNDEF, sob responsabilidade da Procuradoria Geral do Município."
"1870";"5185";"2-IL-067-2023";"2952";"2952";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Celebração de Termo de Fomento entre a Prefeitura Municipal de Teixeira de Freitas - PMTF e a Liga de Futebol de Teixeira de Freitas - LFTF, para realização do CAMPEONATO MUNICIPAL DE FUTEBOL SÉRIE A - B e SUB 17 EDIÇÃO 2023, Secretaria Municipal de Esporte e Lazer."
"1871";"5186";"2-IL-072-2023";"2986";"2986";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"REFERENTE A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA MINISTRAÇÃO DE SEMINÁRIO OS MUNÍCIPIOS E A NOVA LEI DE LICITAÇÕES. A publicação da Lei n 14.133 de abril de 2021, sobre a Nova Lei de Licitações, que substituirá a Lei nº 8.666/93, Lei nº 10.520 2002 (Lei do pregão) e o Regime Diferenciado de Contratações (RDC), está vigente e trouxe impactantes mudanças no regime das licitações e das contratações públicas."
"1872";"5187";"2-IL-073-2023";"3143";"3143";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de uma nova assinatura anual eletrônica, para acessos aos serviços do SISTEMA BANCO DE PREÇOS, ferramenta de pesquisa e comparação de preços praticados pela Administração Pública, para atender as demandas da Secretaria de Educação e Cultura."
"1873";"5188";"2-IL-074-2023";"3144";"3144";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de Curso Prático no Sistema COMPRASGOV, atualizado pela NLLc 14.133/21 e In Seges/me 73/2022 Capacitação de Pregoeiros e Agentes de Contratação curso presencial, para atender a Prefeitura Municipal de Teixeira de Freitas, de responsabilidade da Secretaria Municipal de Finanças."
"1874";"5189";"2-IL-080-2023";"3060";"3060";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em prestação de serviço em passagens terrestres EXPRESSO BRASILEIRO TRANSPORTE LTDA, para atender as necessidades da Secretaria Municipal de Administração e Planejamento e demais secretarias."
"1875";"5190";"2-IL-089-2023";"3182";"3182";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital de Credenciamento - Credenciamento Médico: G C SOUZA CLINICA MEDICA EIRELI, CNPJ 30.410.803/0001-85"
"1876";"5191";"2-IL-091-2023";"3286";"3286";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital de Credenciamento - Credenciamento Médico: MEDCARE ASSISTENCIA MEDICA LTDA, CNPJ 31.996.297/0001-10"
"1877";"5192";"2-IL-096-2023";"3260";"3260";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em prestação de serviço em passagens terrestres (VIAÇÃO ÁGUIA BRANCA S/A), para atender as necessidades da Secretaria Municipal de Administração e Planejamento e demais secretarias."
"1878";"5193";"2-IL-104-2023";"3366";"3366";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Clinico Geral Plantonista para a Unidade de Pronto Atendimento (UPA), conforme Processo Administrativo 2008/2021 Edital Credenciamento Médico - Empresa Credenciada: L SILVEIRA SILVA SERVICOS MEDICOS LTDA, CNPJ: 46.830.466/0001-15"
"1879";"5194";"2-IL-105-2023";"3518";"3518";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Psicóloga para o CENTRO DE ATENÇÃO PSICOSSOCIAL(CAPS), conforme Processo Administrativo 2008/2021 - Edital de Credenciamento Médico - Empresa Credenciada: G BRITO SOUSA ME, CNPJ: 28.881.634/0001-10"
"1880";"5195";"2-IL-108-2023";"3707";"3707";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Constitui objeto do presente a contratação de empresa para o fornecimento de passagens terrestres de acordo com as necessidades da Câmara de Vereadores, no tocante ao deslocamento dos vereadores e servidores para participação de eventos externos e cursos para esta Câmara Municipal. com destinos Teixeira de Freitas-BA x Vitória ES (ida e volta), Teixeira de Freitas-BA x Salvador BA (ida e volta)."
"1881";"5196";"2-IL-111-2023";"3454";"3454";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital de Credenciamento - Credenciamento Médico: DRA. ARIELE MELLO - SERVICOS MEDICOS LTDA, CNPJ 40.191.445/0001-10"
"1882";"5197";"2-IL-115-2023";"3568";"3568";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital de Credenciamento - Credenciamento Médico: MM SERVICOS DE SAUDE E GESTAO LTDA, CNPJ 36.515.192/0001-16"
"1883";"5198";"2-IL-120-2023";"3707";"3707";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica(o) da Estratégia da Saúde da Família - 40 HORAS para a Unidade da ATENÇÃO BÁSICA, conforme Processo Administrativo 2008/2021 Edital de Credenciamento - Credenciamento Médico: MM SERVICOS DE SAUDE E GESTAO LTDA, CNPJ 36.515.192/0001-16"
"1884";"5199";"3-IL-002-2023";"2474";"2474";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Cirurgião Cardiovascular para o Hospital Municipal de Teixeira de Freitas (HMTF), conforme Processo Administrativo 2008/2021 Edital de Credenciamento médico - Empresa Credenciada: CLINICA CARDIO CIRURGICA DA BAHIA LTDA, CNPJ: 23.851.192/0002-26"
"1885";"5200";"3-IL-003-2023";"2508";"2508";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Pediatra para o Complexo Regulador de Teixeira de Freitas para atender as demandas da Secretaria de Saúde, conforme Edital 001/2021 - Credenciamento Médico - Empresa Credenciada: THAIS CARDOSO E CIA LTDA, CNPJ: 37.069.288/0001-60"
"1886";"5201";"3-IL-004-2023";"2447";"2447";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Clinico Geral Plantonista para a Unidade de Pronto Atendimento (UPA), conforme Processo Administrativo 2008/2021 Edital Credenciamento Médico - Empresa Credenciada: MED CORP LTDA, CNPJ: 46.447.054/0001-09"
"1887";"5202";"3-IL-006-2023";"2474";"2474";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"ADESÃO DE COTA PATROCÍNIO TIPO COTA PREMIUM (PATROCINADOR PREMIUM), PARA A 1ª CORRIDA DOS GUARDIÕES DO EXTREMO SUL BAIANO - 13 BEIC PMBA, DE RESPONSABILIDADE DO GABINETE DO PREFEITO."
"1888";"5203";"3-IL-007-2023";"2474";"2474";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"AQUISIÇÃO DE 04 PASSAGENS RODOVIÁRIAS, SENDO 2 (DUAS) PARA O DIA 16/07/2023, COM SAÍDA DE TEIXEIRA DE FREITAS BA E DESTINO A SALVADOR-BA, E 2(DUAS) PARA O DIA 19/07/2023, COM SAÍDA DA CIDADE DE SALVADOR - BA COM DESTINO A TEIXEIRA DE FREITASBA."
"1889";"5204";"3-IL-008-2023";"2552";"2552";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada de notória especialização para prestação de serviço de treinamento e aperfeiçoamento de servidores, mediante inscrição em seminário presencial: ""TEMAS EM DESTAQUE E IMPACTOS PRÁTICOS PARA APLICAÇÃO IMEDIATA DA NOVA LEI DE LICITAÇÕES"", nos dias 24 a 26 de julho de 2023."
"1890";"5205";"3-IL-009-2023";"2474";"2474";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médica Clinica Geral para a Unidade Municipal Materno Infantil (UMMI) de Teixeira de Freitas para atender as demandas da Secretaria de Saúde, conforme Edital 001/2021 - Credenciamento Médico - Empresa Credenciada: ALVILASBOAS SERVICOS MEDICOS LTDA, CNPJ:46.539.970/0001-60"
"1891";"5206";"3-IL-011-2023";"2472";"2472";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Urologista para o Complexo Regulador, conforme Processo Administrativo 2008/2021 - Empresa Credenciada: LOPES & RONACHER SERVICOS MEDICOS LTDA, CNPJ: 30.386.974/0001-16"
"1892";"5207";"3-IL-012-2023";"2472";"2472";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Pediatra para a Unidade Municipal Materno Infantil (UMMI) de Teixeira de Freitas para atender as demandas da Secretaria de Saúde, conforme Edital 001/2021 - Credenciamento Médico - Empresa Credenciada: THAIS CARDOSO E CIA LTDA, CNPJ: 37.069.288/0001-60"
"1893";"5208";"3-IL-013-2023";"2547";"2547";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico Pediatra para a Unidade Municipal Materno Infantil (UMMI) de Teixeira de Freitas para atender as demandas da Secretaria de Saúde, conforme Edital 001/2021 - Credenciamento Médico - Empresa Credenciada: SEMPRE S SERVICOS MEDICOS LTDA, CNPJ: 34.706.377/0001-82"
"1894";"5209";"3-IL-014-2023";"2876";"2876";"INEXIGIBILIDADE";"";"Não Autorizado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Constitui objeto do presente instrumento a prestação de serviços de manutenção preventiva, corretiva e substituição de elementos filtrantes dos purificadores de água da marca Hoken, pertencentes a Câmara Municipal de Vereadores de Teixeira de Freitas BA."
"1895";"5210";"3-IL-015-2023";"2508";"2508";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de cursos para a IMPLEMENTAÇÃO DA LEI nº 14.133/2021 (Lei de Licitações e Contratos Administrativos) na modalidade online e ao vivo, oferecido pela empresa ZENITE INFORMACAO E CONSULTORIA S/A, para atender a Prefeitura Municipal de Teixeira de Freitas/BA."
"1896";"5211";"3-IL-016-2023";"2523";"2523";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em SOLUÇÕES DE TRÂNSITO, TRANSPORTE E MOBILIDADE URBANA, visando a prestação de serviços de assessoria técnica administrativa especializada em trânsito, para atender as necessidades da Secretaria Municipal de Segurança e Cidadania."
"1897";"5212";"3-IL-017-2023";"2618";"2618";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Cirurgião Torácico e Cirurgião Geral pra o Hospital Municipal De Teixeira de Freitas (HMTF) conforme Processo Administrativo 2008/2021 - Empresa Credenciada: CLAF SERVIÇOS MÉDICOS S/C - CNPJ: 22.575.498/0001-53"
"1898";"5213";"3-IL-018-2023";"2566";"2566";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em prestação de serviço de com ASSESSORIA/CONSULTORIA ESPECIALIZADA PARA QUALIFICAÇÃO DA GESTÃO DA ATENÇÃO BÁSICA, Secretaria Municipal de Saúde."
"1899";"5214";"3-IL-019-2023";"2585";"2585";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"AQUISIÇÃO DE 04 PASSAGENS PASSAGENS RODOVIÁRIAS, SENDO 2 (DUAS) PARA O DIA 29/06/2023, COM SAÍDA DE TEIXEIRA DE FREITAS-BA E DESTINO A VITÓRIA-ES, E 2(DUAS) PARA O DIA 02/07/2023, COM SAÍDA DA CIDADE DE VITORIA- ES COM DESTINO A TEIXEIRA DE FREITAS-BA."
"1900";"5215";"3-IL-024-2023";"2618";"2618";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MINISTRAR CURSO DE CAPACITAÇÃO DOS SERVIDORES QUE ATUAM NO DEPARTAMENTO DE TECNOLOGIA DA INFORMAÇÃO."
"1901";"5216";"3-IL-026-2023";"2637";"2637";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Pediatra para a Unidade Municipal Materno Infantil (UMMI), conforme Processo Administrativo 2008/2021 - Empresa Credenciada: NUCLEO DE ATENCAO PEDIATRICA SUL BAHIA LTDA, CNPJ: 10.747.125/0001-33"
"1902";"5217";"3-IL-027-2023";"2637";"2637";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico(a) Pediatra para a Unidade Municipal Materno Infantil (UMMI), conforme Processo Administrativo 2008/2021 - Empresa Credenciada: NUCLEO DE ATENCAO PEDIATRICA SUL BAHIA LTDA, CNPJ: 10.747.125/0001-33"
